solicitud_credito,fecha_aprobacion,numero_identificacion,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,edad,genero,grupo_social_cliente,estado_civil,numero_hijos,estrato,tipo_vivienda,personas_a_cargo,departamento,ciudad,codigo_ciudad,oficina,subproducto,monto_aprobado,estado_solicitud,tamano_hogar_persona,solicitud_id,ventas,costo_venta,total_gastos,pagos_deudas,utilidad_neta,otros_ingresos,total_gastos_familiar,liquidez_total,capacidad_pago,activos,pasivos,patrimonio,capacidad_pago_porcentaje,capital_trabajo,endeudamiento_actual,endeudamiento_futuro,rotacion,liquidez_financiera,propuesta_economica,plazo_propuesta,cuota_inicial_propuesta,cuota_mensual_propuesta
34505,23/12/2020,7688874190,SHAYLA,JADA,SCHULTZ,CORMIER,30,F,NINGUNO,U,2,2,ARRENDADA,2,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA,21067790,DESEMBOLSADA,3,34505,402436,19,595147,15113378,33157689,292504,45767683,16986004,4180708,639444910,653934531,14700000,30.05,77807404,6.96,14.25,53,10,0,12,0,117894
57520,24/01/2022,3127267589,MAGNOLIA,JULIAN,KUNZE,WELCH,25,M,NINGUNO,S,0,1,ARRENDADA,0,CAUCA,SANTANDER DE QUILICHAO,19698,QUILICHAO,PROGRESA,10090188,DESEMBOLSADA,3,57520,210191,70,1186909,49361392,42844762,741182,3342630,34229168,21495214,1125490968,337118731,515000,45.98,42571752,16.26,208.98,6,6,1185249,12,0,121396
57645,23/02/2022,6307695691,RENAE,GERHARD,DOYLE,MERTZ,48,M,NINGUNO,U,1,3,PROPIA,0,ANTIOQUIA,MEDELLIN,5001,VEHICULOS ANTIOQUIA,CARGA,79381703,DESEMBOLSADA,3,57645,390164,74,2896990,16962241,50328063,645817,35279451,34902570,19123505,1144836634,539050963,158500000,47.1,92268891,0.31,56.38,40,510,89140062,60,38000000,3113387
57578,24/01/2022,3059287919,PRUDENCE,ALISSA,LEBSACK,GORCZANY,31,M,NINGUNO,S,3,3,FAMILIAR,5,BOGOTA,BOGOTA,11001,VEHICULOS BOGOTA,CARGA,68635478,DESEMBOLSADA,5,57578,24359,53.19,3053436,10043940,19696255,114503,23525795,34197272,10220754,296161177,527358612,158400000,28.88,8041565,1,41.78,67,91,65242153,60,38000000,2329330
43541,17/06/2021,4965770213,LARK,DANIEL,HEANEY,SCHMELER,25,M,NINGUNO,S,1,5,ARRENDADA,2,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA PREFERENCIAL,27423210,DESEMBOLSADA,4,43541,19990,48,2258158,12607981,9531789,94018,17436841,45404596,6978463,1473806038,667451075,16820000,33.39,77629059,21.77,73.15,155,215,11047668,15,0,929783
53867,23/11/2021,4965770213,LARK,DANIEL,HEANEY,SCHMELER,25,M,NINGUNO,S,1,5,ARRENDADA,2,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA PREFERENCIAL,38993542,DESISTIDA,4,53867,364552,48,2007883,38683863,20305022,261338,35654413,5610317,5811072,773403361,184588228,22649000,37.62,137575508,37.6,98.41,111,355,22073283,24,0,1321034
29852,09/10/2020,3941560154,SADIE,GIANCARLO,DANIEL,BEDNAR,32,M,NINGUNO,S,0,3,FAMILIAR,1,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,MOTO,73392218,DESEMBOLSADA,3,29852,48258,47,2483730,9783185,14085961,659214,52728428,20024257,20707009,258471434,23747708,7470000,39.54,109694903,1.32,61.18,40,27,0,36,600000,255796
57638,26/01/2022,8044882938,GWENDOLYN,GINNY,ALTENWERTH,DECKOW,44,M,NINGUNO,S,1,2,ARRENDADA,2,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,MOTO,35997527,DESEMBOLSADA,1,57638,212688,8,1745075,33041139,5626354,964856,1476028,38125773,8982793,1075219137,600089587,-2299000,39.78,3426780,158.95,345.43,0,4,7272904,36,1000000,410367
87846,26/12/2022,3544040472,KAREL,PATSY,SMITH,KESSLER,36,F,NINGUNO,U,3,1,PROPIA,2,CAUCA,SANTANDER DE QUILICHAO,19698,QUILICHAO,CULTIVA,16064872,DESEMBOLSADA,8,87846,254947,21,3148572,43741576,35209321,644517,51718578,44764772,21162387,990005103,392393504,15946000,35.69,47508124,21.14,37.92,42,9,3393208,36,0,190191
83803,11/11/2022,1380515737,CORINA,MINORU,JOHNS,KOHLER,22,M,NINGUNO,S,0,1,FAMILIAR,1,HUILA,TIMANA,41807,PITALITO,PROGRESA RENOVACIÓN,68689479,DESEMBOLSADA,4,83803,382901,46.37,3234644,3045472,13670445,991349,11593069,44024844,9205535,621918547,85834573,6134000,17.59,83687941,5.63,89.58,10,18,5456944,36,0,272769
57649,24/01/2022,1380515737,CORINA,MINORU,JOHNS,KOHLER,22,M,NINGUNO,S,0,1,FAMILIAR,1,HUILA,TIMANA,41807,PITALITO,MOTO,20587656,DESEMBOLSADA,4,57649,100678,51.3,1286267,24180782,28625746,868414,911089,2369433,20155782,154017386,107647123,6965000,34.9,62243919,1.42,74.07,21,25,5132914,36,1000000,291071
57690,26/01/2022,9112467514,MAHALA,RAQUAN,BERNIER,GAYLORD,32,F,NINGUNO,S,1,2,ARRENDADA,1,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA,26943897,DESEMBOLSADA,2,57690,94284,8,1024032,20263404,25843291,877056,64105493,4345992,916549,1478358346,287916927,801000,30.6,56442863,59.55,344.95,74,8,5650935,36,0,280174
62872,26/03/2022,6286051974,LUGENIA,OSWALDO,BERGSTROM,KONOPELSKI,43,F,NINGUNO,U,2,1,PROPIA,3,CAUCA,TOTORO,19824,PIENDAMO,MOTO,35754994,DESEMBOLSADA,2,62872,194375,42.29,1528952,2709356,4795273,351916,64929862,37208726,17398114,1006041969,445245341,1345000,28.86,114885389,79.54,158.91,54,35,5218500,36,36,312080
45491,22/07/2021,6286051974,LUGENIA,OSWALDO,BERGSTROM,KONOPELSKI,43,F,NINGUNO,U,2,1,PROPIA,3,CAUCA,TOTORO,19824,PIENDAMO,CULTIVA,73469479,DESEMBOLSADA,2,45491,445936,15.2,2480737,13225357,46853686,125014,73742179,34370949,1765745,549179507,614138485,1385000,13.9,52411195,84.19,97.72,204,22,1185249,12,0,130420
57689,27/01/2022,4908122481,DIONNE,ADAM,BERNHARD,TOY,34,M,NINGUNO,S,1,3,FAMILIAR,2,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,MOTO,44815608,DESISTIDA,1,57689,89042,53.83,1383491,18008604,20381273,161834,41094980,7111796,3734367,1151090340,568982772,3997000,44.19,61015704,59.42,148.34,40,69,8758330,48,800000,443896
58315,31/01/2022,4908122481,DIONNE,ADAM,BERNHARD,TOY,34,M,NINGUNO,S,1,3,FAMILIAR,2,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,PROGRESA,44101934,DESEMBOLSADA,1,58315,306091,53.83,1619536,44606866,24322078,988165,42184669,13537854,10748499,598460810,603089619,3997000,24.84,11382934,59.42,83.27,40,69,2349541,12,0,249669
57675,25/01/2022,9221247232,ELLIOTT,ASHER,BECHTELAR,LEBSACK,51,M,NINGUNO,U,1,2,FAMILIAR,2,CAUCA,POPAYAN,19001,POPAYAN NORTE,CULTIVA,84147147,DESISTIDA,3,57675,409817,10,1015114,33799077,47729160,592972,70638482,46616490,23037031,950835139,195296679,200000,17.17,40131894,96.23,139.46,0,10,2291328,18,0,171184
57766,28/01/2022,7767445807,BRANCH,AMMON,PARKER,LAKIN,62,M,NINGUNO,S,4,1,PROPIA,0,CAUCA,CALOTO,19142,QUILICHAO,CULTIVA RENOVACIÓN,46723693,DESEMBOLSADA,1,57766,256942,11,3284071,3571952,39864381,674890,52782663,23306390,16472952,1586048,599934622,9440000,14.82,110406604,1.05,37.88,18,5,3513834,30,0,204327
57744,27/01/2022,5968223023,EDDIE,BIANCA,STEUBER,RATKE,51,F,NINGUNO,C,2,2,FAMILIAR,1,VALLE DEL CAUCA,SAN PEDRO,76670,TULUA,MOTO,40334032,DESEMBOLSADA,5,57744,327154,26.2,1212363,1028232,24712435,671817,74617446,12928454,16169367,153579476,326481828,-778000,34.02,50367818,139.1,403.09,946,75,5253411,36,1200000,291037
62906,26/03/2022,5359710079,DARRIAN,KIMBERELY,VOLKMAN,STANTON,58,F,NINGUNO,D,2,2,PROPIA,1,VALLE DEL CAUCA,CARTAGO,76147,CARTAGO,MOTO,82119268,DESISTIDA,3,62906,252230,34.11,2951635,9565031,43907938,333822,6264851,9573808,16798420,150160575,80177421,3205000,26.6,132131013,3.03,219.76,4,8,7163000,36,2500000,459044
57672,28/01/2022,3126084114,FATIMA,KATLIN,EICHMANN,KLEIN,54,M,NINGUNO,U,3,1,PROPIA,2,CAUCA,BALBOA,19075,POPAYAN SUR,MOTO,87447766,DESEMBOLSADA,3,57672,294614,20,286238,39013654,48417053,151835,78016972,24757558,8305872,780180291,426083680,26211000,27.77,84479105,17.32,37.66,23,16,6449363,36,1000000,374273
37464,17/02/2021,7420895133,IAN,WHIT,GOYETTE,BRAUN,33,F,NINGUNO,C,2,1,PROPIA,3,NARIÑO,IPIALES,52356,IPIALES,PROGRESA,5641501,DESEMBOLSADA,4,37464,447552,82,2238103,44780362,17653585,1006318,38392375,24976509,20100828,70437707,495487848,4938000,42.6,23377091,1.98,71.45,15,41,0,14,0,316582
57723,27/01/2022,8838943429,KARL,ROSIA,HAYES,ORTIZ,27,F,NINGUNO,S,0,3,PROPIA,1,ANTIOQUIA,CALDAS,5129,MEDELLIN SUR,MOTO,64204523,DESISTIDA,2,57723,290942,10,584573,17323331,13568660,945642,63789330,27636839,6235216,1408529768,111651000,13080000,20.59,75209317,1.51,43.66,0,1,5597837,36,500000,314956
57774,27/01/2022,1307143379,JACQUELINE,KAMARI,DOUGLAS,STOLTENBERG,39,F,NINGUNO,S,3,1,ARRENDADA,2,CAUCA,POPAYAN,19001,POPAYAN NORTE,PROGRESA,12838846,DESEMBOLSADA,3,57774,195604,44.8,3044993,31980420,30095641,756788,47809100,8733303,10601414,1132252261,537885498,-16935000,22.87,16654272,751.35,819.32,1,4,1767397,18,0,141065
57726,28/01/2022,5882764839,GIANCARLO,OTA,BEDNAR,TILLMAN,35,M,NINGUNO,U,1,1,FAMILIAR,2,CAUCA,PIENDAMO,19548,PIENDAMO,CULTIVA,1590329,DESEMBOLSADA,6,57726,293289,21.6,2921440,41087756,17983759,738444,77222893,44672605,15679709,384777370,124218998,8282000,49.29,122615355,39.99,57.19,27,5,2374805,15,0,213625
62686,25/03/2022,5789815979,BELL,LOU,FRITSCH,SCHIMMEL,33,M,NINGUNO,S,1,2,FAMILIAR,2,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,MOTO,96743047,DESEMBOLSADA,2,62686,268100,12,2233228,35178178,13084102,740642,40872458,3016987,1898970,859035970,118401169,4710000,38.55,41610148,2.08,155.18,54,11,7364121,36,800000,414537
64739,20/04/2022,2986164396,AMIYAH,CALEIGH,LOWE,DAUGHERTY,54,M,NINGUNO,U,2,2,FAMILIAR,1,VALLE DEL CAUCA,CALI,76001,CALI SUR,PROGRESA,49368556,DESEMBOLSADA,3,64739,142907,66.6,2982285,50462062,43524577,69585,23898752,24777679,22881142,265310134,12226552,485000,41.86,14517667,78.73,130.71,1,5,1185249,12,0,121396
86195,29/11/2022,6848584185,DEBBI,BERTHA,LESCH,SCHUPPE,31,F,NINGUNO,U,0,2,FAMILIAR,1,VALLE DEL CAUCA,GUADALAJARA DE BUGA,76111,TULUA,PROGRESA,75185005,DESEMBOLSADA,2,86195,172608,47.5,678549,49995463,38886082,245443,13969835,44384092,4384734,166716950,165141512,-9062000,25.74,44688417,712.3,865.6,12,11,2268883,18,0,182076
57719,27/01/2022,5056319448,ASHA,DAMARIS,WHITE,DICKINSON,25,M,NINGUNO,S,1,2,ARRENDADA,1,VALLE DEL CAUCA,CALI,76001,CALI NORTE,MOTO,60763516,DESEMBOLSADA,4,57719,40189,13.3,2096418,18218675,21760549,12836,11695994,18313122,9751728,27673430,656924669,643000,37.09,25855855,84.43,262.72,2,1,7363220,36,700000,413769
62896,29/03/2022,3023866577,MAYBELLE,ETHER,WITTING,ADAMS,40,F,NINGUNO,U,0,2,FAMILIAR,0,VALLE DEL CAUCA,EL CERRITO,76248,PALMIRA,PROGRESA,96504666,DESEMBOLSADA,2,62896,45826,14.91,1146960,6431878,26935191,240115,18352802,25231734,9258998,1367806451,627960215,696000,18.7,39269512,22.67,154.36,50,5,1185249,12,0,130420
57732,25/01/2022,7517691277,DARIEN,NORA,FISHER,GREEN,26,M,INDIGENA,U,1,1,FAMILIAR,1,CAUCA,CALDONO,19137,QUILICHAO,MOTO,70594468,DESEMBOLSADA,3,57732,329902,17,3230476,47739670,37873605,276305,38608741,39770348,20667229,266489641,379597698,17450000,44.42,23998409,0.57,39.13,61,11,6767496,36,1000000,383143
30981,26/10/2020,8190014954,SANTOS,DONIE,CHRISTIANSEN,GRADY,61,F,NINGUNO,S,6,1,ARRENDADA,0,CAUCA,POPAYAN,19001,POPAYAN SUR,PROGRESA,40492939,DESEMBOLSADA,2,30981,245531,20,1513776,3525378,21052724,602104,66122310,3276257,20777193,710894971,74133143,4400000,24.94,136129300,2.22,40.44,15,5,0,14,0,164605
62917,31/03/2022,8886667999,GERRY,REFUGIO,BLICK,ONDRICKA,57,F,NINGUNO,S,2,2,PROPIA,1,NARIÑO,IPIALES,52356,IPIALES,PROGRESA,36304219,DESEMBOLSADA,2,62917,225302,72,2844831,28444872,42535687,843669,32772096,25843467,1973337,522980797,111851990,6791000,19.27,135763108,1.45,18.65,45,53,1185249,12,0,121396
48359,04/12/2021,3093499387,MICHEL,JERE,HESSEL,GRAHAM,25,M,NINGUNO,S,0,2,ARRENDADA,1,BOGOTA,BOGOTA,11001,VEHICULOS BOGOTA,CARGA,83529906,DESISTIDA,3,48359,245231,19,685582,16727772,5293027,595429,15518385,2413968,23197271,268025760,378849776,40100000,9.1,94647948,2.2,105.66,1,82,42419650,60,13000000,1532926
62893,06/04/2022,1967986695,JAYDIN,WALLACE,GOLDNER,FUNK,32,M,NINGUNO,U,1,1,FAMILIAR,3,VALLE DEL CAUCA,CARTAGO,76147,CARTAGO,MOTO,25636169,DESEMBOLSADA,3,62893,156701,11.11,2182355,46121315,3853829,389432,27519024,44167959,14845957,765818142,435285782,-12355000,13.27,7838871,498.55,643.3,0,10,4487417,40,3000000,273337
57805,25/01/2022,8354169783,KING,KAMARI,METZ,STOLTENBERG,40,M,NINGUNO,C,1,1,ARRENDADA,1,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA PREFERENCIAL,27436512,DESEMBOLSADA,2,57805,30034,33,446051,6340896,1284979,227779,60613698,42911127,17777724,231689627,506600164,-4923000,34.89,71254717,127.11,212.23,41,52,15457253,36,0,723002
33802,14/12/2020,8354169783,KING,KAMARI,METZ,STOLTENBERG,40,M,NINGUNO,C,1,1,ARRENDADA,1,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA RENOVACIÓN,75389540,DESEMBOLSADA,2,33802,324347,39,1157496,42550990,40018407,1025893,71701214,46797807,21803635,953944690,323892098,4733000,36.5,30463676,65.47,122.37,17,21,0,24,0,482231
58824,11/02/2022,5939128645,DURRELL,ALISSA,POWLOWSKI,GORCZANY,40,F,NINGUNO,S,3,2,FAMILIAR,4,VALLE DEL CAUCA,CALI,76001,CALI NORTE,PROGRESA,88102757,DESEMBOLSADA,4,58824,131762,9.5,2971919,35513794,48459708,396084,50482228,13824695,1075978,664107984,67745918,5539000,8.65,43326378,8.29,47.19,78,12,2349541,18,0,184556
57799,27/01/2022,6380515249,KOREY,KIRT,DANIEL,O'CONNER,62,F,NINGUNO,S,3,3,ARRENDADA,1,VALLE DEL CAUCA,EL CERRITO,76248,PALMIRA,PROGRESA PREFERENCIAL,79698702,DESEMBOLSADA,4,57799,84621,51.11,3116872,648112,5002066,612927,43555079,18256461,2765821,1258482363,505754349,667000,31.76,111431869,67.62,336.22,181,44,5533207,30,0,284453
57938,25/01/2022,9124855739,BECKETT,SULLIVAN,GUTKOWSKI,KREIGER,43,F,NINGUNO,C,2,2,ARRENDADA,1,VALLE DEL CAUCA,CANDELARIA,76130,PALMIRA,PROGRESA,49936558,DESEMBOLSADA,4,57938,271024,35.33,1023615,10265396,4826598,454127,35061243,33096295,18891839,1322821070,90545444,-8437000,31.83,53917937,943.7,1508.79,0,5,5650935,24,0,354318
57775,25/01/2022,2961617037,PHEOBE,MARTA,HAMMES,TILLMAN,46,F,NINGUNO,S,0,2,PROPIA,0,ANTIOQUIA,MEDELLIN,5001,BELLO,PROGRESA,17904852,DESISTIDA,2,57775,331632,10,1623343,14363839,5361101,334544,17719459,34813058,4878759,1210565937,17781725,4900000,31.07,81294045,3.92,72.82,105,11,3513834,24,0,223733
57735,23/02/2022,3851518008,HAYLEE,MELBOURNE,GLOVER,KOELPIN,36,M,NINGUNO,S,1,1,ARRENDADA,1,VALLE DEL CAUCA,CALI,76001,VEHICULOS VALLE,CARGA,23569383,DESEMBOLSADA,3,57735,128191,75.3,703813,5632620,46224506,123755,68942550,44611933,4526933,954786280,411477576,5141000,56.01,65532223,28.6,1115.63,5,70,78266513,48,24000000,3008997
57500,20/01/2022,2098140299,GUIDO,HARTWELL,HESSEL,SENGER,60,M,NINGUNO,U,2,1,PROPIA,0,CAUCA,CALDONO,19137,QUILICHAO,CULTIVA,20905472,DESEMBOLSADA,4,57500,71469,18,297861,13362278,33034478,750747,11439577,7532850,11117818,142113910,389619755,11600000,12.8,116080435,0.85,11.09,57,8,1197994,12,0,122701
57804,26/01/2022,6252815867,DARVIN,JADIEL,WINTHEISER,WEHNER,24,M,NINGUNO,U,0,2,FAMILIAR,0,VALLE DEL CAUCA,EL CERRITO,76248,PALMIRA,MOTO,92304850,DESEMBOLSADA,5,57804,73087,10,2630515,5153303,32550827,521525,48179147,17676924,7857815,338325021,161041682,1325000,39.57,21950874,7.02,253.03,9,2,3505651,24,2500000,261530
66240,09/05/2022,2749621342,ALBERTHA,RAYMUNDO,WAELCHI,PROHASKA,62,M,NINGUNO,S,2,1,FAMILIAR,1,HUILA,PITALITO,41551,PITALITO,PROGRESA,67276611,DESEMBOLSADA,2,66240,131710,30.98,3121604,1715322,32974577,991502,40595185,12164553,2788425,106253435,330786496,6048000,17.5,44633930,23.15,38.21,108,34,1185249,12,0,131496
81347,27/10/2022,6428186131,RILLIE,BRANNON,GLEICHNER,KERTZMANN,30,M,NINGUNO,S,0,1,FAMILIAR,3,CAUCA,POPAYAN,19001,POPAYAN NORTE,PROGRESA,72756819,DESEMBOLSADA,3,81347,350392,10,1158816,46634579,4878900,1026334,57119908,13425596,19544630,563507491,415703852,-521000,18.06,82650528,186.83,752.37,0,2,3393208,18,0,267830
57655,26/01/2022,7950935767,SILVIA,LETHA,ERDMAN,LANG,42,M,NINGUNO,S,0,2,FAMILIAR,1,VALLE DEL CAUCA,CALI,76001,CALI SUR,PROGRESA,50699947,DESEMBOLSADA,3,57655,97451,21,1906550,23240577,43597338,711365,9402587,24844669,20483726,1503339307,153888908,457000,0,97113257,92.73,120.83,5,1,1767397,15,0,151543
81899,14/10/2022,6241593307,PAULA,SHAD,EMMERICH,RAU,23,F,NINGUNO,U,0,1,FAMILIAR,1,NARIÑO,PASTO,52001,PASTO,CULTIVA RENOVACIÓN,9560451,DESEMBOLSADA,2,81899,194266,37.74,747574,39139300,14832220,706365,3001087,19547910,8588018,738525391,476669972,16840000,13.82,57204296,0.59,17.97,528,108,2943478,18,0,230830
87201,20/12/2022,3305999539,MAYMIE,ZEBULON,NIKOLAUS,SCHAMBERGER,33,F,NINGUNO,U,3,1,PROPIA,4,VALLE DEL CAUCA,ANSERMANUEVO,76041,CARTAGO,PROGRESA,28344594,DESEMBOLSADA,5,87201,92863,10,483451,35685902,37865988,134226,21212714,29802796,6961298,379601260,438969459,-1228000,0.02,67125280,1328,2472.56,0,0,1144560,12,0,119081
24440,01/07/2020,6322516780,ORALIA,GEORGIANNA,CARTER,SKILES,44,F,NINGUNO,C,3,1,PROPIA,3,ANTIOQUIA,BELLO,5088,BELLO,PROGRESA REACTIVACION,22991469,DESEMBOLSADA,4,24440,162261,33,1175373,1179538,15820898,168675,52725898,15509478,13633225,683216991,608920462,2398000,39.11,57249609,7.7,301.18,66,18,0,36,0,331264
57823,27/01/2022,6372249260,MAHLON,JOSEFINA,JOHNS,POLLICH,25,F,NINGUNO,S,0,2,ARRENDADA,0,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,PROGRESA,53262494,DESEMBOLSADA,2,57823,403116,10,1258933,22653676,33385018,922071,16413071,4850485,17248506,146951101,439721047,-3057000,45.84,83552930,446.21,1341.25,4,5,7903201,36,0,388246
57843,26/01/2022,5139356474,VALINDA,BRENT,HOPPE,MITCHELL,31,F,NINGUNO,U,2,1,PROPIA,2,ANTIOQUIA,ITAGUI,5360,MEDELLIN SUR,MOTO,89373290,DESISTIDA,3,57843,33180,83,1003521,21601502,33125407,423729,27763431,413596,19250044,913471758,57033838,6708000,36.68,68579508,72.82,109.63,3,26,9084514,36,900000,499603
57891,27/01/2022,6319879277,EFREN,EVA,SCHAMBERGER,MARKS,50,M,NINGUNO,S,0,2,FAMILIAR,1,VALLE DEL CAUCA,GUACARI,76318,TULUA,MOTO,50869969,DESEMBOLSADA,5,57891,69132,74.09,1380647,35128441,20650590,623192,64848933,40727166,8267385,983491073,596430605,4532500,43.16,132868320,2.16,179.8,11,22,8229216,36,1500000,458623
57828,27/01/2022,7638481026,DELMER,SOREN,DACH,CHAMPLIN,44,M,NINGUNO,C,2,1,PROPIA,3,HUILA,SUAZA,41770,PITALITO,MOTO,45988385,DESISTIDA,4,57828,324504,38.88,524906,29466926,15953026,952080,17842181,7216855,5131802,514984509,118617505,38215000,37.01,31899068,28.96,40.14,0,15,6010734,36,1500000,336243
62933,04/04/2022,7858657589,VERNIA,NEHEMIAH,LANGWORTH,JACOBS,30,F,NINGUNO,S,1,2,ARRENDADA,2,HUILA,NEIVA,41001,NEIVA,MOTO,13135700,DESEMBOLSADA,4,62933,230949,46.01,2074147,47950559,45560311,694750,2819101,12380209,1557656,420807592,257852871,48952000,33.31,32733044,13.05,22.48,361,515,5310617,36,520000,300390
62911,26/03/2022,8575600699,LUCIO,JOI,HILLS,HANE,27,M,NINGUNO,S,0,2,FAMILIAR,1,HUILA,NEIVA,41001,NEIVA,MOTO,78513087,DESEMBOLSADA,4,62911,341530,31,2137592,32628685,23140405,495887,28522578,29120960,8361807,477930063,107680987,1810000,42.3,29395375,8.12,307.55,12,3,5898684,36,569000,324038
57504,26/01/2022,9863439383,RONDAL,IRENE,HERZOG,KOSS,65,F,NINGUNO,C,4,1,PROPIA,2,CAUCA,TIMBIO,19807,POPAYAN SUR,MOTO,72053922,DESEMBOLSADA,2,57504,78438,21.87,3027067,16564262,50097331,540639,9181273,4265560,2868880,245709506,163278326,16008000,45.01,50310455,0.62,44.5,26,2,7068736,30,600000,433381
62955,28/03/2022,2990632369,CHERISE,MARGERET,JERDE,SCHMIDT,34,M,NINGUNO,U,1,1,FAMILIAR,3,NARIÑO,PASTO,52001,PASTO,CULTIVA,20614027,DESEMBOLSADA,3,62955,362129,24.7,758813,1201764,12218372,113413,72529041,10699969,18926005,317476212,43323952,6997700,30.89,12608733,10.29,57.33,576,58,3669299,24,0,224209
62938,28/03/2022,8509973077,MARLAND,CHAKA,KLOCKO,PFANNERSTILL,37,F,NINGUNO,C,3,3,PROPIA,4,NARIÑO,EL TAMBO,52260,PASTO,PROGRESA,71107622,DESEMBOLSADA,4,62938,333682,43.61,3073396,42142211,48383056,255146,68581589,38593437,14202737,614994200,77870525,4578000,14.83,101695026,66.56,99.61,19,2,4524802,18,0,338044
62936,31/03/2022,8856075580,CONSTANTINE,DARLYNE,MCDERMOTT,SCHAEFER,69,F,NINGUNO,S,3,1,FAMILIAR,0,ANTIOQUIA,BELLO,5088,BELLO,PROGRESA,91308243,DESEMBOLSADA,2,62936,47689,50,1441673,40966922,41281507,626609,10934246,12227939,22186978,1010739430,355056196,-935000,38.82,41010131,149.73,212.78,5,3,1185249,12,0,130420
62939,28/03/2022,7474329482,ELIZBETH,BOYD,UPTON,HANSEN,26,F,NINGUNO,S,2,2,ARRENDADA,4,HUILA,AIPE,41016,NEIVA,MOTO,91738875,DESEMBOLSADA,4,62939,267495,28.8,2210214,21654954,31179172,631538,62504315,37480074,20671002,749592610,39037091,3338000,29.64,124076107,7.79,208.69,2,5,7272566,24,1000000,505534
23106,27/06/2020,6457451796,RAYMUNDO,TOCCARA,PROHASKA,MOSCISKI,63,F,NINGUNO,C,8,1,FAMILIAR,0,CAUCA,POPAYAN,19001,PIENDAMO,PROGRESA REACTIVACION,18979869,DESEMBOLSADA,1,23106,289028,15,1954403,7489444,45643659,938815,47038748,4254802,7292265,496073673,81781846,12016000,0,25515511,61.11,83.09,0,9,0,36,0,340069
57912,27/01/2022,1773391365,CHERISE,JOE,JERDE,ORTIZ,38,F,NINGUNO,S,1,3,ARRENDADA,2,VALLE DEL CAUCA,GUADALAJARA DE BUGA,76111,TULUA,PROGRESA,8123213,DESEMBOLSADA,3,57912,6334,53.8,1388524,20173534,13783981,75396,73286255,13335860,6969058,1549270779,235038273,-12054000,44.71,70742688,254.54,312.55,37,6,4524802,36,0,226139
57909,26/01/2022,4129247809,HERMINE,ROBYN,WISOKY,RAYNOR,31,M,NINGUNO,U,1,2,ARRENDADA,3,HUILA,GARZON,41298,PITALITO,PROGRESA,81837528,DESEMBOLSADA,2,57909,331155,39.06,2904758,50118620,5170899,982208,29571614,40568007,7299889,631377984,104374442,34751000,46.18,84645639,5.11,14.71,9,26,3513834,12,0,369895
57878,28/02/2022,7238756202,MELTON,ISAIAS,MOEN,RODRIGUEZ,62,M,NINGUNO,U,2,3,ARRENDADA,0,ANTIOQUIA,MEDELLIN,5001,VEHICULOS ANTIOQUIA,CARGA,19439928,DESEMBOLSADA,3,57878,411588,52,2679856,39035729,31472862,91116,8898941,30503336,19193642,357675962,185541394,328180000,32.89,6444512,8.97,42.13,1,7,119555583,60,63000000,4210656
57906,27/01/2022,3733639906,RAMIRO,GAIGE,ZIEME,BARROWS,61,F,NINGUNO,D,1,1,PROPIA,1,NARIÑO,PASTO,52001,PASTO,PROGRESA RENOVACIÓN,67534460,DESEMBOLSADA,3,57906,289004,53.75,1342194,23470148,17469388,1027865,36475202,29476807,21505855,1332679652,98149290,6393000,49.72,25179571,30.47,91.28,2,4,5591452,18,0,415650
57915,28/01/2022,9030943735,AFFIE,OZZIE,MARQUARDT,WITTING,52,F,NINGUNO,S,2,1,FAMILIAR,2,NARIÑO,PASTO,52001,PASTO,MOTO,35793532,DESEMBOLSADA,4,57915,391809,53.57,421544,50188952,12666895,239905,77191657,43274319,1922681,1442835386,11995279,-3021000,39.37,117127736,135.54,225.69,8,0,7662771,36,700000,418422
57903,27/01/2022,7484375414,KADYN,RAMIRO,BOGAN,ZIEME,45,F,NINGUNO,S,2,1,PROPIA,0,CAUCA,POPAYAN,19001,POPAYAN SUR,MOTO,95675185,DESEMBOLSADA,3,57903,4899,21.36,567032,9602515,30726500,646557,47355381,32772001,15041189,1102841465,706791446,9560000,26.43,63967042,63.8,83.51,19,12,5205887,36,500000,285544
62962,29/03/2022,4040317859,ADDA,AVERIE,MURRAY,HAYES,63,M,NINGUNO,D,2,3,ARRENDADA,1,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA RENOVACIÓN,5551322,DESEMBOLSADA,2,62962,212025,16,394341,1708095,47055320,528046,63267432,15480144,5950136,1385889325,592097205,-20857000,18.38,108696190,210.65,252.13,27,24,7820009,36,0,380995
